title,artist,album_artist,album,plays,musicID,trackNo,diskNo
Rhinosaur,Soundgarden,Soundgarden,Down On The Upside,0,3E1498EA1833CF56,2,1
Zero Chance,Soundgarden,Soundgarden,Down On The Upside,0,4D75E251D09CC3E7,3,1
Dusty,Soundgarden,Soundgarden,Down On The Upside,0,AC411F4A1BFEBD12,4,1
Ty Cobb,Soundgarden,Soundgarden,Down On The Upside,0,BDD9393A9C3B5112,5,1
Blow Up The Outside World,Soundgarden,Soundgarden,Down On The Upside,0,DC500BF5A5664962,6,1
Burden In My Hand,Soundgarden,Soundgarden,Down On The Upside,0,B2B44CF6549443C7,7,1
Never Named,Soundgarden,Soundgarden,Down On The Upside,0,EC29ED3C8E529D12,8,1
Applebite,Soundgarden,Soundgarden,Down On The Upside,0,170CC3C0B570B9C0,9,1
Never The Machine Forever,Soundgarden,Soundgarden,Down On The Upside,0,C6D5E98E07464CD6,10,1
Tighter & Tighter,Soundgarden,Soundgarden,Down On The Upside,0,261FC9F3AB49668F,11,1
No Attention,Soundgarden,Soundgarden,Down On The Upside,0,AB2B570629F4E337,12,1
Switch Opens,Soundgarden,Soundgarden,Down On The Upside,0,25A22BF49013EF9A,13,1
Overfloater,Soundgarden,Soundgarden,Down On The Upside,0,F0149020DC49B9E6,14,1
An Unkind,Soundgarden,Soundgarden,Down On The Upside,0,6C9AC57ECE5597A3,15,1
Boot Camp,Soundgarden,Soundgarden,Down On The Upside,0,06E0C8F9DC520E30,16,1
Let Me Drown,Soundgarden,Soundgarden,Superunknown,0,D74AD37FE24516CD,1,1
My Wave,Soundgarden,Soundgarden,Superunknown,1,4A0C663C55353EAD,2,1
Fell On Black Days,Soundgarden,Soundgarden,Superunknown,0,38A484C5B36A5916,3,1
Mailman,Soundgarden,Soundgarden,Superunknown,0,8443492F68E5CC1B,4,1
Superunknown,Soundgarden,Soundgarden,Superunknown,0,519A7431B00AC09B,5,1
Head Down,Soundgarden,Soundgarden,Superunknown,0,E7579F6F8A8DB2A8,6,1
Black Hole Sun,Soundgarden,Soundgarden,Superunknown,0,E10FFC90FEE54EE5,7,1
Spoonman,Soundgarden,Soundgarden,Superunknown,0,ECA399C4E97553FD,8,1
Limo Wreck,Soundgarden,Soundgarden,Superunknown,0,E62E00C0DF57D2CF,9,1
The Day I Tried To Live,Soundgarden,Soundgarden,Superunknown,0,371F686AAC62643A,10,1
Kickstand,Soundgarden,Soundgarden,Superunknown,0,A9A478B75C918A22,11,1
Fresh Tendrils,Soundgarden,Soundgarden,Superunknown,0,FAB3D19AB63F08CE,12,1
4th Of July,Soundgarden,Soundgarden,Superunknown,0,553AFD345153D090,13,1
Half,Soundgarden,Soundgarden,Superunknown,0,DB5B877070BADB39,14,1
Like Suicide,Soundgarden,Soundgarden,Superunknown,0,83405C6282983F9F,15,1
I Wanna Be Adored (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,9C0B9D187D6AF5C8,1,1
She Bangs the Drums (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,2D57F994E9F4D195,2,1
Waterfall (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,21DDBC0FA1B47F30,3,1
Don't Stop (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,08D59DC084C4739A,4,1
Bye Bye Bad Man (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,60222C1954870807,5,1
Elizabeth My Dear (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,35C7292F25F8EFF9,6,1
(Song for My) Sugar Spun Sister (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,753FD9044474765A,7,1
Made of Stone (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,CB150EAD84ABDBA2,8,1
Shoot You Down (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,A742F0E9705F9C01,9,1
This Is the One (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,92DF80352956199F,10,1
I Am the Resurrection (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,11B1F5C953F0843C,11,1
Fools Gold (Remastered),The Stone Roses,The Stone Roses,The Stone Roses,0,3263431B17F5AE74,12,1
Is This It,The Strokes,The Strokes,Is This It,0,7D781A6FFC94AEDB,1,1
The Modern Age,The Strokes,The Strokes,Is This It,0,E23E5A92EA6EB793,2,1
Soma,The Strokes,The Strokes,Is This It,0,FF6A2BCC1199CDC6,3,1
Barely Legal,The Strokes,The Strokes,Is This It,0,BC4B225FB6A5990D,4,1
Someday,The Strokes,The Strokes,Is This It,0,800F6D8E49A6B601,5,1
"Alone, Together",The Strokes,The Strokes,Is This It,0,4E7FFC47BD0CF8EB,6,1
Last Night,The Strokes,The Strokes,Is This It,0,DA2CDD2EE2E78FDA,7,1
Hard To Explain,The Strokes,The Strokes,Is This It,0,ABB14F21C4120A33,8,1
When It Started,The Strokes,The Strokes,Is This It,0,5252240C0F30E7C0,9,1
Trying Your Luck,The Strokes,The Strokes,Is This It,0,24D283A9A9247672,10,1
Take It Or Leave It,The Strokes,The Strokes,Is This It,0,FB71DDED5CE7D659,11,1
What Ever Happened,The Strokes,The Strokes,Room On Fire,0,A87393A400A4D97D,1,1
Reptilia,The Strokes,The Strokes,Room On Fire,0,C8D188FABBB53F46,2,1
Automatic Stop,The Strokes,The Strokes,Room On Fire,0,E0F11B37DC349566,3,1
12:51,The Strokes,The Strokes,Room On Fire,0,E5BFD6E2DE92D7AC,4,1
You Talk Way Too Much,The Strokes,The Strokes,Room On Fire,0,D0ABB3D6D83840E3,5,1
Between Love & Hate,The Strokes,The Strokes,Room On Fire,0,DF0A37282262C11C,6,1
Meet Me In The Bathroom,The Strokes,The Strokes,Room On Fire,0,E872E22EFF059661,7,1
Under Control,The Strokes,The Strokes,Room On Fire,0,CDDA7E418F311FE0,8,1
The Way It Is,The Strokes,The Strokes,Room On Fire,0,2C675E6362874B26,9,1
The End Has No End,The Strokes,The Strokes,Room On Fire,0,632BC6B5A9292611,10,1
I Can't Win,The Strokes,The Strokes,Room On Fire,0,5181C11B7467AC59,11,1
Caught By The Fuzz,Supergrass,Supergrass,Supergrass Is 10,0,D44D60CAAF2789EC,1,1
Pumping On Your Stereo,Supergrass,Supergrass,Supergrass Is 10,0,E1B07D443A4F1D9E,2,1
Alright,Supergrass,Supergrass,Supergrass Is 10,1,60268D01D5BDD517,3,1
Moving,Supergrass,Supergrass,Supergrass Is 10,0,CB361EC82BA00427,4,1
Richard III,Supergrass,Supergrass,Supergrass Is 10,0,AF2A6AB82280F7E7,5,1
Grace,Supergrass,Supergrass,Supergrass Is 10,0,2E290877932D813F,6,1
Late In The Day,Supergrass,Supergrass,Supergrass Is 10,0,2D103F34E0A5E640,7,1
Seen The Light,Supergrass,Supergrass,Supergrass Is 10,0,C10E6C82C8B64418,8,1
Mansize Rooster,Supergrass,Supergrass,Supergrass Is 10,0,B5B8C34430A58697,9,1
Sun Hits The Sky,Supergrass,Supergrass,Supergrass Is 10,0,2DE9188074D192E5,10,1
Kiss Of Life,Supergrass,Supergrass,Supergrass Is 10,0,956E361414B66453,11,1
Mary,Supergrass,Supergrass,Supergrass Is 10,0,E14F7E24136AF6B8,12,1
Going Out,Supergrass,Supergrass,Supergrass Is 10,0,BEE43889919937E8,13,1
Lenny,Supergrass,Supergrass,Supergrass Is 10,0,43FCA1B2F9926E0E,14,1
Bullet,Supergrass,Supergrass,Supergrass Is 10,0,D6539EB50E6B0DBA,15,1
It's Not Me,Supergrass,Supergrass,Supergrass Is 10,0,5993BCF67E2A0522,16,1
Rush Hour Soul,Supergrass,Supergrass,Supergrass Is 10,0,33CDD56FF4B01206,17,1
Strange Ones,Supergrass,Supergrass,Supergrass Is 10,0,C1D1A7FA43C42FE6,18,1
Lose It,Supergrass,Supergrass,Supergrass Is 10,0,C674BF527DDF8DE5,19,1
Time,Supergrass,Supergrass,Supergrass Is 10,0,605B2BEE616B85D9,20,1
Wait For The Sun,Supergrass,Supergrass,Supergrass Is 10,0,D82C7FBA99613FC5,21,1
Prison Song,System Of A Down,System Of A Down,Toxicity,2,AD0559D4B47FEC11,1,1
Needles,System Of A Down,System Of A Down,Toxicity,0,B656FFC97AFBE471,2,1
Deer Dance,System Of A Down,System Of A Down,Toxicity,0,193C5722A6412C68,3,1
Jet Pilot,System Of A Down,System Of A Down,Toxicity,0,FFEB243FEF049627,4,1
X,System Of A Down,System Of A Down,Toxicity,0,FFA611D96757F720,5,1
Chop Suey!,System Of A Down,System Of A Down,Toxicity,2,CDFB7FDE5FB3FC23,6,1
Bounce,System Of A Down,System Of A Down,Toxicity,0,CAD62F780F9AC063,7,1
Forest,System Of A Down,System Of A Down,Toxicity,0,363840B547CDCF1D,8,1
Atwa,System Of A Down,System Of A Down,Toxicity,0,BB14FACF08A2A737,9,1
Science,System Of A Down,System Of A Down,Toxicity,0,8A118267FCA2FCCA,10,1
Shimmy,System Of A Down,System Of A Down,Toxicity,0,ED3B55BC2407EE13,11,1
Toxicity,System Of A Down,System Of A Down,Toxicity,0,957A4D323D4C7BFE,12,1
Psycho,System Of A Down,System Of A Down,Toxicity,0,C41DA8A5C022261A,13,1
Aerials,System Of A Down,System Of A Down,Toxicity,0,70F886CDEAD63C8F,14,1
Back In Your Head,Tegan And Sara,Tegan And Sara,"Triple J: Hottest 100, Vol. 15",0,EC2EB6D81CBF6819,10,2
Mansard Roof,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,1781FCD1C411B91D,1,1
Oxford Comma,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,F91595517C36E01C,2,1
A-Punk,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,9E80CB32263D608C,3,1
Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,1AA1F0C539972FB0,4,1
M79,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,76E468981537A449,5,1
Campus,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,37E4CF71B0708347,6,1
Bryn,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,86A758A02D491F7D,7,1
One (Blake's Got A New Face),Vampire Weekend,Vampire Weekend,Vampire Weekend,0,33CF02861054E412,8,1
I Stand Corrected,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,B716DECAD40082B0,9,1
Walcott,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,3EE3B0674FB6578D,10,1
The Kids Don't Stand A Chance,Vampire Weekend,Vampire Weekend,Vampire Weekend,0,2201861D1BF50F07,11,1
My Name Is Jonas,Weezer,Weezer,Weezer,0,1F30F28E60A2D0D4,1,1
No One Else,Weezer,Weezer,Weezer,0,F5A6EC7795143FD0,2,1
The World Has Turned And Left Me Here,Weezer,Weezer,Weezer,0,01AE4D3CA4439951,3,1
Buddy Holly,Weezer,Weezer,Weezer,0,CAFBCA73D9B57A64,4,1
Undone - The Sweater Song,Weezer,Weezer,Weezer,0,9604706D00DDCE9C,5,1
Surf Wax America,Weezer,Weezer,Weezer,0,6723A8C8464B077D,6,1
Say It Ain't So,Weezer,Weezer,Weezer,1,CEC09F59A22C4E96,7,1
In The Garage,Weezer,Weezer,Weezer,0,F181AE8F5263BE3E,8,1
Holiday,Weezer,Weezer,Weezer,0,DFBE7A91A4906212,9,1
Only In Dreams,Weezer,Weezer,Weezer,0,97E058CE57CF8272,10,1
Let's Dance To Joy Division,The Wombats,The Wombats,"Triple J: Hottest 100, Vol. 15",1,AE68C9C1395C08F2,4,2
